Latitude (decimal degrees):	33.651
Longitude (decimal degrees):	-117.710
Elevation (m):	113
Radiation database:	PVGIS-NSRDB


Slope: 34 deg. (optimum)
Azimuth: 9 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	100.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20151002:0700,0.0,0.0,0.0,0.0,0.0,21.36,1.6,0.0
20151002:0800,0.0,0.0,0.0,0.0,0.0,21.27,1.85,0.0
20151002:0900,0.0,0.0,0.0,0.0,0.0,21.19,2.11,0.0
20151002:1000,0.0,0.0,0.0,0.0,0.0,20.93,2.02,0.0
20151002:1100,0.0,0.0,0.0,0.0,0.0,20.67,1.94,0.0
20151002:1200,0.0,0.0,0.0,0.0,0.0,20.42,1.85,0.0
20151002:1300,0.0,0.0,0.0,0.0,0.0,20.49,1.62,0.0
20151002:1400,339.0,0.0,12.96,0.26,2.32,20.57,1.39,0.0
20151002:1500,14220.0,151.38,59.47,3.55,14.61,20.64,1.16,0.0
20151002:1600,37166.0,382.63,87.79,7.22,26.38,21.02,1.6,0.0
20151002:1700,56422.0,605.16,104.75,10.45,37.15,21.41,2.05,0.0
20151002:1800,70322.0,781.66,116.7,12.85,46.06,21.79,2.5,0.0
20151002:1900,78413.0,891.28,123.72,14.19,51.71,21.98,2.7,0.0
20151002:2000,80975.0,925.39,125.88,14.36,52.55,22.16,2.91,0.0
20151002:2100,77889.0,877.52,125.5,13.35,48.28,22.35,3.12,0.0
20151002:2200,68934.0,755.8,119.03,11.27,40.23,22.34,3.08,0.0
20151002:2300,54009.0,567.03,107.45,8.28,29.93,22.32,3.03,0.0
20151003:0000,33588.0,335.87,88.94,4.73,18.11,22.31,2.99,0.0
20151003:0100,8846.0,92.3,46.27,1.21,5.96,21.91,2.31,0.0
20151003:0200,0.0,0.0,0.0,0.0,0.0,21.51,1.62,0.0
20151003:0300,0.0,0.0,0.0,0.0,0.0,21.11,0.94,0.0
20151003:0400,0.0,0.0,0.0,0.0,0.0,21.07,0.77,0.0
20151003:0500,0.0,0.0,0.0,0.0,0.0,21.04,0.6,0.0
20151003:0600,0.0,0.0,0.0,0.0,0.0,21.0,0.43,0.0
20151003:0700,0.0,0.0,0.0,0.0,0.0,20.95,0.59,0.0
20151003:0800,0.0,0.0,0.0,0.0,0.0,20.9,0.75,0.0
20151003:0900,0.0,0.0,0.0,0.0,0.0,20.85,0.91,0.0
20151003:1000,0.0,0.0,0.0,0.0,0.0,20.65,0.9,0.0
20151003:1100,0.0,0.0,0.0,0.0,0.0,20.45,0.88,0.0
20151003:1200,0.0,0.0,0.0,0.0,0.0,20.26,0.87,0.0
20151003:1300,0.0,0.0,0.0,0.0,0.0,20.13,0.87,0.0
20151003:1400,293.0,0.0,12.09,0.24,2.17,20.0,0.87,0.0
20151003:1500,13640.0,143.47,58.61,3.36,14.44,19.87,0.87,0.0
20151003:1600,35814.0,366.81,85.62,6.9,26.19,20.24,1.31,0.0
20151003:1700,54470.0,579.71,103.45,10.0,36.92,20.61,1.74,0.0
20151003:1800,67983.0,749.7,115.27,12.33,45.77,20.98,2.18,0.0
20151003:1900,76229.0,857.42,122.23,13.64,51.35,21.02,2.53,0.0
20151003:2000,79160.0,893.26,124.37,13.84,52.15,21.07,2.89,0.0
20151003:2100,76413.0,849.62,122.79,12.89,47.9,21.11,3.24,0.0
20151003:2200,67651.0,732.08,117.53,10.89,39.88,20.82,3.07,0.0
20151003:2300,53022.0,550.12,106.02,8.01,29.61,20.54,2.9,0.0
20151004:0000,32937.0,325.65,87.63,4.56,17.81,20.25,2.73,0.0
20151004:0100,7812.0,85.93,38.2,1.13,5.68,19.69,2.5,0.0
20151004:0200,0.0,0.0,0.0,0.0,0.0,19.13,2.27,0.0
20151004:0300,0.0,0.0,0.0,0.0,0.0,18.57,2.04,0.0
20151004:0400,0.0,0.0,0.0,0.0,0.0,18.35,2.35,0.0
20151004:0500,0.0,0.0,0.0,0.0,0.0,18.13,2.67,0.0
20151004:0600,0.0,0.0,0.0,0.0,0.0,17.91,2.98,0.0
20151004:0700,0.0,0.0,0.0,0.0,0.0,17.92,3.33,0.0
20151004:0800,0.0,0.0,0.0,0.0,0.0,17.92,3.68,0.0
20151004:0900,0.0,0.0,0.0,0.0,0.0,17.93,4.03,0.0
20151004:1000,0.0,0.0,0.0,0.0,0.0,17.82,3.8,0.0
20151004:1100,0.0,0.0,0.0,0.0,0.0,17.71,3.57,0.0
20151004:1200,0.0,0.0,0.0,0.0,0.0,17.6,3.34,0.0
20151004:1300,0.0,0.0,0.0,0.0,0.0,17.96,3.28,0.0
20151004:1400,0.0,0.0,0.0,0.0,0.0,18.32,3.22,0.0
20151004:1500,0.0,0.0,5.48,0.1,14.28,18.68,3.16,0.0
20151004:1600,2330.0,0.0,42.05,0.79,26.0,18.71,2.62,0.0
20151004:1700,55147.0,578.71,103.83,9.94,36.68,18.74,2.08,0.0
20151004:1800,18456.0,13.33,221.5,4.3,45.47,18.77,1.54,0.0
20151004:1900,10500.0,1.24,139.93,2.63,50.99,18.68,2.21,0.0
20151004:2000,11657.0,2.54,151.9,2.87,51.76,18.58,2.87,0.0
20151004:2100,42825.0,171.08,351.02,8.33,47.51,18.49,3.53,0.0
20151004:2200,30092.0,89.53,278.91,6.09,39.53,18.32,3.35,0.0
20151004:2300,22695.0,76.34,205.02,4.52,29.29,18.15,3.17,0.0
20151005:0000,8358.0,11.55,104.05,2.03,17.52,17.98,2.99,0.0
20151005:0100,7452.0,81.71,36.89,1.06,5.39,18.05,2.29,0.0
20151005:0200,0.0,0.0,0.0,0.0,0.0,18.12,1.59,0.0
20151005:0300,0.0,0.0,0.0,0.0,0.0,18.19,0.88,0.0
20151005:0400,0.0,0.0,0.0,0.0,0.0,18.11,0.99,0.0
20151005:0500,0.0,0.0,0.0,0.0,0.0,18.03,1.09,0.0
20151005:0600,0.0,0.0,0.0,0.0,0.0,17.94,1.2,0.0
20151005:0700,0.0,0.0,0.0,0.0,0.0,17.84,1.39,0.0
20151005:0800,0.0,0.0,0.0,0.0,0.0,17.74,1.58,0.0
20151005:0900,0.0,0.0,0.0,0.0,0.0,17.64,1.77,0.0
20151005:1000,0.0,0.0,0.0,0.0,0.0,17.37,1.76,0.0
20151005:1100,0.0,0.0,0.0,0.0,0.0,17.1,1.75,0.0
20151005:1200,0.0,0.0,0.0,0.0,0.0,16.84,1.74,0.0
20151005:1300,0.0,0.0,0.0,0.0,0.0,17.21,1.77,0.0
20151005:1400,0.0,0.0,3.46,0.07,1.87,17.57,1.79,0.0
20151005:1500,2478.0,0.0,43.88,0.82,14.11,17.94,1.82,0.0
20151005:1600,36356.0,364.12,87.44,6.78,25.8,18.14,2.11,0.0
20151005:1700,55484.0,577.68,105.33,9.88,36.44,18.33,2.41,0.0
20151005:1800,69305.0,748.05,117.18,12.21,45.17,18.53,2.7,0.0
20151005:1900,77083.0,855.96,124.19,13.52,50.63,18.63,2.46,0.0
20151005:2000,38894.0,117.38,361.92,8.02,51.37,18.72,2.23,0.0
20151005:2100,40691.0,160.16,341.93,8.04,47.13,18.82,1.99,0.0
20151005:2200,66862.0,721.98,119.43,10.67,39.18,18.84,2.08,0.0
20151005:2300,52245.0,538.73,106.65,7.77,28.97,18.86,2.17,0.0
20151006:0000,31933.0,312.76,86.82,4.32,17.22,18.88,2.26,0.0
20151006:0100,6870.0,77.11,34.38,0.97,5.12,18.97,1.9,0.0
20151006:0200,0.0,0.0,0.0,0.0,0.0,19.06,1.54,0.0
20151006:0300,0.0,0.0,0.0,0.0,0.0,19.15,1.19,0.0
20151006:0400,0.0,0.0,0.0,0.0,0.0,19.03,1.09,0.0
20151006:0500,0.0,0.0,0.0,0.0,0.0,18.91,0.99,0.0
20151006:0600,0.0,0.0,0.0,0.0,0.0,18.79,0.9,0.0
20151006:0700,0.0,0.0,0.0,0.0,0.0,18.72,0.86,0.0
20151006:0800,0.0,0.0,0.0,0.0,0.0,18.65,0.83,0.0
20151006:0900,0.0,0.0,0.0,0.0,0.0,18.58,0.8,0.0
20151006:1000,0.0,0.0,0.0,0.0,0.0,18.48,0.77,0.0
20151006:1100,0.0,0.0,0.0,0.0,0.0,18.38,0.74,0.0
20151006:1200,0.0,0.0,0.0,0.0,0.0,18.28,0.72,0.0
20151006:1300,0.0,0.0,0.0,0.0,0.0,18.59,0.7,0.0
20151006:1400,163.0,0.0,9.5,0.19,1.71,18.9,0.69,0.0
20151006:1500,13438.0,139.68,58.55,3.18,13.94,19.21,0.68,0.0
20151006:1600,35641.0,360.39,87.73,6.67,25.6,19.68,1.49,0.0
20151006:1700,54603.0,573.04,105.62,9.76,36.2,20.15,2.3,0.0
20151006:1800,68542.0,742.29,117.45,12.07,44.87,20.62,3.12,0.0
20151006:1900,76649.0,850.19,124.46,13.38,50.27,20.85,3.2,0.0
20151006:2000,79149.0,884.7,126.63,13.57,50.97,21.09,3.29,0.0
20151006:2100,75978.0,839.35,126.31,12.62,46.75,21.32,3.38,0.0
20151006:2200,67145.0,720.95,119.91,10.6,38.83,21.29,3.48,0.0
20151006:2300,52190.0,535.82,108.38,7.7,28.66,21.26,3.58,0.0
20151007:0000,31640.0,310.3,87.38,4.25,16.93,21.23,3.68,0.0
20151007:0100,6572.0,75.06,33.25,0.92,4.84,20.75,2.86,0.0
20151007:0200,0.0,0.0,0.0,0.0,0.0,20.28,2.03,0.0
20151007:0300,0.0,0.0,0.0,0.0,0.0,19.8,1.2,0.0
20151007:0400,0.0,0.0,0.0,0.0,0.0,19.73,1.16,0.0
20151007:0500,0.0,0.0,0.0,0.0,0.0,19.66,1.12,0.0
20151007:0600,0.0,0.0,0.0,0.0,0.0,19.58,1.08,0.0
20151007:0700,0.0,0.0,0.0,0.0,0.0,19.62,1.1,0.0
20151007:0800,0.0,0.0,0.0,0.0,0.0,19.66,1.13,0.0
20151007:0900,0.0,0.0,0.0,0.0,0.0,19.7,1.16,0.0
20151007:1000,0.0,0.0,0.0,0.0,0.0,19.67,1.23,0.0
20151007:1100,0.0,0.0,0.0,0.0,0.0,19.64,1.3,0.0
20151007:1200,0.0,0.0,0.0,0.0,0.0,19.62,1.37,0.0
20151007:1300,0.0,0.0,0.0,0.0,0.0,19.74,1.14,0.0
20151007:1400,162.0,0.0,9.5,0.19,1.56,19.85,0.91,0.0
20151007:1500,13436.0,139.75,58.91,3.14,13.77,19.97,0.68,0.0
20151007:1600,35460.0,361.25,88.17,6.64,25.4,20.56,1.08,0.0
20151007:1700,54108.0,576.74,106.13,9.76,35.96,21.16,1.49,0.0
20151007:1800,67450.0,747.54,117.99,12.09,44.57,21.75,1.89,0.0
20151007:1900,75485.0,854.42,126.17,13.4,49.91,21.9,2.16,0.0
20151007:2000,78183.0,889.07,128.39,13.59,50.58,22.04,2.42,0.0
20151007:2100,75208.0,842.48,126.87,12.6,46.38,22.19,2.69,0.0
20151007:2200,66332.0,719.91,120.4,10.53,38.48,22.06,2.79,0.0
20151007:2300,51526.0,532.87,108.84,7.61,28.34,21.94,2.89,0.0
20151008:0000,31127.0,306.05,87.8,4.17,16.64,21.81,2.99,0.0
20151008:0100,6041.0,69.64,31.81,0.85,4.57,21.56,2.36,0.0
20151008:0200,0.0,0.0,0.0,0.0,0.0,21.31,1.73,0.0
20151008:0300,0.0,0.0,0.0,0.0,0.0,21.06,1.1,0.0
20151008:0400,0.0,0.0,0.0,0.0,0.0,21.08,1.04,0.0
20151008:0500,0.0,0.0,0.0,0.0,0.0,21.11,0.97,0.0
20151008:0600,0.0,0.0,0.0,0.0,0.0,21.13,0.91,0.0
20151008:0700,0.0,0.0,0.0,0.0,0.0,21.07,0.95,0.0
20151008:0800,0.0,0.0,0.0,0.0,0.0,21.0,0.98,0.0
20151008:0900,0.0,0.0,0.0,0.0,0.0,20.94,1.02,0.0
20151008:1000,0.0,0.0,0.0,0.0,0.0,20.77,0.96,0.0
20151008:1100,0.0,0.0,0.0,0.0,0.0,20.6,0.89,0.0
20151008:1200,0.0,0.0,0.0,0.0,0.0,20.44,0.83,0.0
20151008:1300,0.0,0.0,0.0,0.0,0.0,20.54,0.76,0.0
20151008:1400,0.0,0.0,3.46,0.07,1.4,20.63,0.69,0.0
20151008:1500,4362.0,0.0,68.56,1.28,13.59,20.73,0.62,0.0
20151008:1600,34986.0,357.39,88.45,6.54,25.2,21.58,1.01,0.0
20151008:1700,53203.0,569.57,106.34,9.61,35.71,22.42,1.4,0.0
20151008:1800,66197.0,737.97,118.16,11.9,44.27,23.27,1.79,0.0
20151008:1900,74244.0,843.5,125.13,13.18,49.55,23.34,2.23,0.0
20151008:2000,76956.0,874.06,128.43,13.33,50.2,23.42,2.67,0.0
20151008:2100,74103.0,828.29,125.69,12.34,46.0,23.49,3.1,0.0
20151008:2200,65150.0,707.72,120.47,10.33,38.14,23.37,2.93,0.0
20151008:2300,50485.0,525.4,107.79,7.46,28.03,23.24,2.75,0.0
20151009:0000,30426.0,301.68,86.88,4.06,16.36,23.12,2.58,0.0
20151009:0100,5456.0,63.61,30.31,0.79,4.29,23.13,2.16,0.0
20151009:0200,0.0,0.0,0.0,0.0,0.0,23.14,1.74,0.0
20151009:0300,0.0,0.0,0.0,0.0,0.0,23.15,1.32,0.0
20151009:0400,0.0,0.0,0.0,0.0,0.0,22.96,1.26,0.0
20151009:0500,0.0,0.0,0.0,0.0,0.0,22.77,1.2,0.0
20151009:0600,0.0,0.0,0.0,0.0,0.0,22.58,1.14,0.0
20151009:0700,0.0,0.0,0.0,0.0,0.0,22.41,1.09,0.0
20151009:0800,0.0,0.0,0.0,0.0,0.0,22.24,1.03,0.0
20151009:0900,0.0,0.0,0.0,0.0,0.0,22.08,0.97,0.0
20151009:1000,0.0,0.0,0.0,0.0,0.0,21.84,1.04,0.0
20151009:1100,0.0,0.0,0.0,0.0,0.0,21.6,1.12,0.0
20151009:1200,0.0,0.0,0.0,0.0,0.0,21.36,1.2,0.0
20151009:1300,0.0,0.0,0.0,0.0,0.0,21.29,1.02,0.0
20151009:1400,82.0,0.0,7.78,0.15,1.24,21.21,0.83,0.0
20151009:1500,13360.0,138.67,59.61,3.06,13.42,21.14,0.65,0.0
20151009:1600,35103.0,360.58,88.97,6.54,25.0,22.01,0.74,0.0
20151009:1700,52933.0,573.27,106.86,9.61,35.47,22.87,0.83,0.0
20151009:1800,65387.0,741.98,119.85,11.92,43.97,23.74,0.92,0.0
20151009:1900,72891.0,847.71,126.86,13.2,49.19,24.93,1.38,0.0
20151009:2000,75163.0,878.4,128.99,13.33,49.81,26.13,1.83,0.0
20151009:2100,72070.0,830.03,127.45,12.33,45.63,27.32,2.29,0.0
20151009:2200,63201.0,707.97,121.0,10.28,37.8,27.17,2.0,0.0
20151009:2300,48813.0,522.3,108.23,7.37,27.72,27.01,1.7,0.0
20151010:0000,29064.0,295.41,85.77,3.94,16.07,26.86,1.41,0.0
20151010:0100,4953.0,60.39,27.93,0.72,4.03,26.34,1.17,0.0
20151010:0200,0.0,0.0,0.0,0.0,0.0,25.81,0.94,0.0
20151010:0300,0.0,0.0,0.0,0.0,0.0,25.29,0.7,0.0
20151010:0400,0.0,0.0,0.0,0.0,0.0,24.94,1.15,0.0
20151010:0500,0.0,0.0,0.0,0.0,0.0,24.59,1.6,0.0
20151010:0600,0.0,0.0,0.0,0.0,0.0,24.23,2.04,0.0
20151010:0700,0.0,0.0,0.0,0.0,0.0,24.2,1.86,0.0
20151010:0800,0.0,0.0,0.0,0.0,0.0,24.17,1.68,0.0
20151010:0900,0.0,0.0,0.0,0.0,0.0,24.15,1.5,0.0
20151010:1000,0.0,0.0,0.0,0.0,0.0,23.85,1.6,0.0
20151010:1100,0.0,0.0,0.0,0.0,0.0,23.55,1.69,0.0
20151010:1200,0.0,0.0,0.0,0.0,0.0,23.25,1.78,0.0
20151010:1300,0.0,0.0,0.0,0.0,0.0,23.24,1.63,0.0
20151010:1400,0.0,0.0,0.0,0.0,0.0,23.22,1.49,0.0
20151010:1500,13213.0,137.49,59.93,3.0,13.24,23.21,1.34,0.0
20151010:1600,34716.0,357.8,89.3,6.45,24.79,23.78,1.04,0.0
20151010:1700,52139.0,568.4,107.14,9.49,35.22,24.35,0.74,0.0
20151010:1800,63870.0,736.0,118.94,11.76,43.66,24.92,0.44,0.0
20151010:1900,72969.0,839.18,125.86,13.01,48.83,24.89,1.86,0.0
20151010:2000,76632.0,867.08,129.12,13.13,49.42,24.87,3.28,0.0
20151010:2100,74332.0,819.64,126.36,12.12,45.25,24.84,4.7,0.0
20151010:2200,64594.0,696.94,119.84,10.07,37.46,24.49,3.87,0.0
20151010:2300,49386.0,513.08,107.06,7.2,27.41,24.13,3.03,0.0
20151011:0000,28849.0,285.37,85.65,3.81,15.79,23.78,2.19,0.0
20151011:0100,4404.0,52.99,26.33,0.65,3.76,23.76,2.0,0.0
20151011:0200,0.0,0.0,0.0,0.0,0.0,23.73,1.81,0.0
20151011:0300,0.0,0.0,0.0,0.0,0.0,23.71,1.61,0.0
20151011:0400,0.0,0.0,0.0,0.0,0.0,23.46,1.48,0.0
20151011:0500,0.0,0.0,0.0,0.0,0.0,23.22,1.35,0.0
20151011:0600,0.0,0.0,0.0,0.0,0.0,22.97,1.21,0.0
20151011:0700,0.0,0.0,0.0,0.0,0.0,22.82,1.4,0.0
20151011:0800,0.0,0.0,0.0,0.0,0.0,22.67,1.59,0.0
20151011:0900,0.0,0.0,0.0,0.0,0.0,22.53,1.78,0.0
20151011:1000,0.0,0.0,0.0,0.0,0.0,22.3,1.64,0.0
20151011:1100,0.0,0.0,0.0,0.0,0.0,22.07,1.5,0.0
20151011:1200,0.0,0.0,0.0,0.0,0.0,21.84,1.37,0.0
20151011:1300,0.0,0.0,0.0,0.0,0.0,22.05,1.33,0.0
20151011:1400,0.0,0.0,0.0,0.0,0.0,22.25,1.29,0.0
20151011:1500,12940.0,133.89,59.07,2.9,13.07,22.46,1.26,0.0
20151011:1600,34415.0,352.53,88.4,6.32,24.59,23.08,1.2,0.0
20151011:1700,52212.0,562.22,107.37,9.35,34.97,23.7,1.14,0.0
20151011:1800,64485.0,728.68,119.16,11.61,43.36,24.32,1.09,0.0
20151011:1900,72705.0,833.12,126.12,12.87,48.47,24.34,1.79,0.0
20151011:2000,75672.0,862.2,129.43,13.01,49.04,24.35,2.5,0.0
20151011:2100,72986.0,814.56,126.66,12.0,44.88,24.37,3.2,0.0
20151011:2200,64034.0,692.86,120.2,9.97,37.12,23.95,3.15,0.0
20151011:2300,49094.0,506.76,107.33,7.08,27.11,23.53,3.11,0.0
20151012:0000,28751.0,282.31,84.8,3.72,15.51,23.11,3.06,0.0
20151012:0100,4021.0,48.59,24.99,0.6,3.5,23.1,2.25,0.0
20151012:0200,0.0,0.0,0.0,0.0,0.0,23.1,1.44,0.0
20151012:0300,0.0,0.0,0.0,0.0,0.0,23.09,0.63,0.0
20151012:0400,0.0,0.0,0.0,0.0,0.0,22.81,0.87,0.0
20151012:0500,0.0,0.0,0.0,0.0,0.0,22.54,1.1,0.0
20151012:0600,0.0,0.0,0.0,0.0,0.0,22.26,1.34,0.0
20151012:0700,0.0,0.0,0.0,0.0,0.0,22.01,1.19,0.0
20151012:0800,0.0,0.0,0.0,0.0,0.0,21.75,1.04,0.0
20151012:0900,0.0,0.0,0.0,0.0,0.0,21.5,0.9,0.0
20151012:1000,0.0,0.0,0.0,0.0,0.0,21.33,1.05,0.0
20151012:1100,0.0,0.0,0.0,0.0,0.0,21.16,1.2,0.0
20151012:1200,0.0,0.0,0.0,0.0,0.0,21.0,1.35,0.0
20151012:1300,0.0,0.0,0.0,0.0,0.0,21.44,1.23,0.0
20151012:1400,0.0,0.0,0.0,0.0,0.0,21.87,1.11,0.0
20151012:1500,12605.0,130.15,58.18,2.8,12.89,22.31,0.99,0.0
20151012:1600,33867.0,344.69,88.51,6.16,24.38,22.96,1.3,0.0
20151012:1700,51754.0,552.2,106.32,9.15,34.72,23.62,1.6,0.0
20151012:1800,64553.0,716.21,119.22,11.39,43.05,24.27,1.9,0.0
20151012:1900,72344.0,819.24,126.16,12.63,48.12,24.37,2.25,0.0
20151012:2000,50024.0,274.75,360.35,9.56,48.66,24.46,2.6,0.0
20151012:2100,42159.0,205.76,325.02,8.09,44.51,24.56,2.95,0.0
20151012:2200,6944.0,0.0,101.47,1.89,36.78,24.33,2.7,0.0
20151012:2300,2063.0,0.0,39.31,0.73,26.8,24.1,2.45,0.0
20151013:0000,2744.0,0.0,48.45,0.9,15.24,23.87,2.19,0.0
20151013:0100,0.0,0.0,5.48,0.1,3.24,24.05,2.38,0.0
20151013:0200,0.0,0.0,0.0,0.0,0.0,24.23,2.56,0.0
20151013:0300,0.0,0.0,0.0,0.0,0.0,24.41,2.74,0.0
20151013:0400,0.0,0.0,0.0,0.0,0.0,24.15,2.65,0.0
20151013:0500,0.0,0.0,0.0,0.0,0.0,23.9,2.55,0.0
20151013:0600,0.0,0.0,0.0,0.0,0.0,23.64,2.46,0.0
20151013:0700,0.0,0.0,0.0,0.0,0.0,23.18,2.55,0.0
20151013:0800,0.0,0.0,0.0,0.0,0.0,22.72,2.64,0.0
20151013:0900,0.0,0.0,0.0,0.0,0.0,22.27,2.73,0.0
20151013:1000,0.0,0.0,0.0,0.0,0.0,21.99,2.34,0.0
20151013:1100,0.0,0.0,0.0,0.0,0.0,21.71,1.95,0.0
20151013:1200,0.0,0.0,0.0,0.0,0.0,21.44,1.56,0.0
20151013:1300,0.0,0.0,0.0,0.0,0.0,21.89,1.5,0.0
20151013:1400,0.0,0.0,0.0,0.0,0.0,22.35,1.45,0.0
20151013:1500,12338.0,127.48,57.33,2.71,12.71,22.8,1.39,0.0
20151013:1600,33624.0,341.63,87.68,6.06,24.17,23.16,1.63,0.0
20151013:1700,51678.0,548.3,106.6,9.05,34.46,23.53,1.87,0.0
20151013:1800,64632.0,712.48,119.53,11.28,42.75,23.89,2.11,0.0
20151013:1900,72663.0,816.87,126.52,12.55,47.76,23.94,2.53,0.0
20151013:2000,75237.0,846.95,128.64,12.68,48.28,23.99,2.95,0.0
20151013:2100,72281.0,800.07,127.13,11.71,44.15,24.04,3.37,0.0
20151013:2200,63271.0,680.18,120.74,9.71,36.45,23.63,3.18,0.0
20151013:2300,48276.0,495.31,107.9,6.86,26.5,23.23,3.0,0.0
20151014:0000,27855.0,272.12,84.04,3.53,14.96,22.82,2.81,0.0
20151014:0100,3343.0,42.37,21.44,0.5,2.98,22.53,2.14,0.0
20151014:0200,0.0,0.0,0.0,0.0,0.0,22.23,1.47,0.0
20151014:0300,0.0,0.0,0.0,0.0,0.0,21.94,0.8,0.0
20151014:0400,0.0,0.0,0.0,0.0,0.0,21.81,0.84,0.0
20151014:0500,0.0,0.0,0.0,0.0,0.0,21.69,0.87,0.0
20151014:0600,0.0,0.0,0.0,0.0,0.0,21.56,0.91,0.0
20151014:0700,0.0,0.0,0.0,0.0,0.0,21.53,0.95,0.0
20151014:0800,0.0,0.0,0.0,0.0,0.0,21.5,0.99,0.0
20151014:0900,0.0,0.0,0.0,0.0,0.0,21.47,1.03,0.0
20151014:1000,0.0,0.0,0.0,0.0,0.0,21.41,0.92,0.0
20151014:1100,0.0,0.0,0.0,0.0,0.0,21.35,0.81,0.0
20151014:1200,0.0,0.0,0.0,0.0,0.0,21.3,0.7,0.0
20151014:1300,0.0,0.0,0.0,0.0,0.0,21.67,0.62,0.0
20151014:1400,0.0,0.0,0.0,0.0,0.0,22.03,0.54,0.0
20151014:1500,4696.0,4.94,69.03,1.35,12.52,22.4,0.46,0.0
20151014:1600,11886.0,17.42,143.53,2.88,23.96,22.85,1.02,0.0
20151014:1700,39663.0,272.16,228.33,7.41,34.21,23.3,1.59,0.0
20151014:1800,45605.0,269.92,306.29,8.69,42.44,23.75,2.15,0.0
20151014:1900,61734.0,509.53,284.42,11.04,47.4,23.74,2.17,0.0
20151014:2000,51665.0,304.19,352.99,9.7,47.9,23.72,2.18,0.0
20151014:2100,35556.0,128.1,320.19,7.2,43.79,23.71,2.19,0.0
20151014:2200,32332.0,138.64,268.26,6.25,36.12,23.35,2.06,0.0
20151014:2300,37288.0,294.43,173.37,5.77,26.2,22.98,1.92,0.0
20151015:0000,18124.0,133.39,103.78,2.75,14.69,22.62,1.78,0.0
20151015:0100,990.0,0.0,23.77,0.44,2.72,22.56,1.52,0.0
20151015:0200,0.0,0.0,0.0,0.0,0.0,22.5,1.26,0.0
20151015:0300,0.0,0.0,0.0,0.0,0.0,22.44,1.01,0.0
20151015:0400,0.0,0.0,0.0,0.0,0.0,22.22,0.91,0.0
20151015:0500,0.0,0.0,0.0,0.0,0.0,22.01,0.82,0.0
20151015:0600,0.0,0.0,0.0,0.0,0.0,21.79,0.73,0.0
20151015:0700,0.0,0.0,0.0,0.0,0.0,21.61,0.87,0.0
20151015:0800,0.0,0.0,0.0,0.0,0.0,21.42,1.02,0.0
20151015:0900,0.0,0.0,0.0,0.0,0.0,21.24,1.16,0.0
20151015:1000,0.0,0.0,0.0,0.0,0.0,21.06,1.13,0.0
20151015:1100,0.0,0.0,0.0,0.0,0.0,20.88,1.1,0.0
20151015:1200,0.0,0.0,0.0,0.0,0.0,20.7,1.08,0.0
20151015:1300,0.0,0.0,0.0,0.0,0.0,20.72,1.12,0.0
20151015:1400,0.0,0.0,0.0,0.0,0.0,20.73,1.16,0.0
20151015:1500,12379.0,125.55,57.94,2.63,12.34,20.75,1.2,0.0
20151015:1600,33968.0,341.56,88.5,5.97,23.74,21.18,1.48,0.0
20151015:1700,52316.0,550.42,107.5,8.98,33.96,21.62,1.76,0.0
20151015:1800,65403.0,715.15,120.45,11.22,42.14,22.05,2.04,0.0
20151015:1900,20444.0,18.34,243.3,4.75,47.05,22.13,2.12,0.0
20151015:2000,75422.0,851.44,129.67,12.63,47.53,22.2,2.2,0.0
20151015:2100,20887.0,23.54,243.31,4.78,43.43,22.28,2.28,0.0
20151015:2200,21267.0,42.15,228.1,4.64,35.79,22.08,2.73,0.0
20151015:2300,48711.0,496.04,107.88,6.76,25.91,21.87,3.19,0.0
20151016:0000,27828.0,268.99,83.94,3.41,14.42,21.67,3.64,0.0
20151016:0100,2610.0,33.7,18.82,0.41,2.47,21.35,2.88,0.0
20151016:0200,0.0,0.0,0.0,0.0,0.0,21.03,2.12,0.0
20151016:0300,0.0,0.0,0.0,0.0,0.0,20.71,1.37,0.0
20151016:0400,0.0,0.0,0.0,0.0,0.0,20.61,1.13,0.0
20151016:0500,0.0,0.0,0.0,0.0,0.0,20.52,0.9,0.0
20151016:0600,0.0,0.0,0.0,0.0,0.0,20.42,0.66,0.0
20151016:0700,0.0,0.0,0.0,0.0,0.0,20.34,0.57,0.0
20151016:0800,0.0,0.0,0.0,0.0,0.0,20.26,0.48,0.0
20151016:0900,0.0,0.0,0.0,0.0,0.0,20.19,0.39,0.0
20151016:1000,0.0,0.0,0.0,0.0,0.0,20.09,0.34,0.0
20151016:1100,0.0,0.0,0.0,0.0,0.0,19.99,0.3,0.0
20151016:1200,0.0,0.0,0.0,0.0,0.0,19.89,0.26,0.0
20151016:1300,0.0,0.0,0.0,0.0,0.0,20.09,0.68,0.0
20151016:1400,0.0,0.0,0.0,0.0,0.0,20.28,1.1,0.0
20151016:1500,12421.0,126.43,57.29,2.59,12.16,20.48,1.52,0.0
20151016:1600,33933.0,340.86,88.89,5.92,23.53,20.95,1.31,0.0
20151016:1700,15168.0,12.77,185.99,3.62,33.7,21.43,1.11,0.0
20151016:1800,17644.0,12.93,216.15,4.18,41.83,21.9,0.91,0.0
20151016:1900,34851.0,106.62,332.46,7.31,46.7,22.0,1.35,0.0
20151016:2000,25023.0,36.38,280.72,5.62,47.15,22.09,1.78,0.0
